food_id,food_name,food_group,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,serving_size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category,allergy_list,contains_milk,contains_egg,contains_peanut,contains_tree_nut,contains_soy,contains_wheat,contains_fish,contains_shellfish,contains_gluten,contains_sesame,protein_g_normalized,fat_g_normalized,carb_g_normalized,protein_kcal,fat_kcal,carb_kcal,protein_pct,fat_pct,carb_pct
744,mutton sukka,non-vegetarian,400.0,30.0,25.0,20.0,7.0,7.0,80.0,meat,south india,100,dinner,0.0625,1.0,63.5,1,Medium,['meat'],False,False,False,False,False,False,False,False,False,False,0.4914269107823407,0.5652173913043479,0.3835616438356164,100.0,180.0,120.0,25.0,45.0,30.0
745,palakkad iyer sambar,vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,4.878787881,5.854545457,0.0,legumes,south india,100,dinner,0.02424242424,0.9757575758,36.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.1416519159266008,0.2683355293333333,0.6409298467123288,31.22424244,87.818181858,195.15151524,9.94,27.95,62.11
746,chettinad pepper chicken,non-vegetarian,382.0,30.15789474,25.13157895,18.09473684,6.031578947,6.031578947,60.31578947,meat,south india,100,lunch,0.06578947368,1.005263158,73.0,1,Medium,['meat'],False,False,False,False,False,False,False,False,False,False,0.49410361130544134,0.5099923721739131,0.38572458547945204,100.5263158,162.85263156,120.63157896,26.18,42.41,31.41
747,vegetable korma,vegetarian,371.0,53.0,9.54,15.9,8.48,6.36,0.0,legumes,south india,100,dinner,0.02571428571,1.06,36.0,3,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17692531241014015,0.4463768115942029,0.6986301369863014,38.16,143.1,212.0,9.7,36.39,53.91
748,ragi dosa with coconut chutney,vegetarian,266.0,42.75,7.6,5.7,3.8,4.75,0.0,gluten,south india,100,breakfast,0.02857142857,0.95,36.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1374600406868498,0.15072463768115943,0.5582191780821918,30.4,51.300000000000004,171.0,12.03,20.3,67.67
749,beetroot poriyal,vegetarian,264.0,42.24,8.448,8.448,4.224,7.392,0.0,gluten,south india,100,dinner,0.032,1.056,40.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15471083987311282,0.2303768115942029,0.5512328767123288,33.792,76.03200000000001,168.96,12.12,27.27,60.61
750,moong dal kachori,vegetarian,292.0,43.25925926,6.488888889,12.97777778,6.488888889,5.407407408,0.0,gluten,south india,100,lunch,0.02222222222,1.081481481,25.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11485679227943638,0.36167471826086955,0.5651953323287671,25.955555556,116.80000002,173.03703704,8.22,36.99,54.79
751,kozhi rasam,vegetarian,348.0,46.4,23.2,13.92,6.96,5.8,81.2,meat,south india,100,dinner,0.06666666667,1.16,46.0,1,Medium,['meat'],False,False,False,False,False,False,False,False,False,False,0.4548096483586692,0.3889855072463768,0.6082191780821917,92.8,125.28,185.6,22.99,31.03,45.98
752,curry leaf rice,vegetarian,340.0,54.83870968,8.774193548,13.16129032,5.483870968,6.580645161,0.0,gluten,south india,100,lunch,0.02580645161,1.096774194,36.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16134657028868196,0.3669939223188406,0.7238179408219177,35.096774192,118.45161288000001,219.35483872,9.41,31.76,58.82
753,potato masala,vegetarian,190.0,31.66666667,4.222222222,6.333333333,2.111111111,4.222222222,0.0,gluten,south india,100,dinner,0.02222222222,1.055555556,21.0,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.06874616551692095,0.16908212559420288,0.40639269410958906,16.888888888,56.999999996999996,126.66666668,8.42,28.42,63.16
754,vegetable sambar,vegetarian,340.0,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0.0,legumes,south india,100,dinner,0.02424242424,1.03030303,35.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.15052882794053993,0.34387351768115937,0.6782897467123288,32.969696968,111.27272724,206.06060604,9.41,31.76,58.82
755,onion pakora with chutney,vegetarian,272.0,38.08,6.528,13.056,6.528,5.44,0.0,gluten,south india,100,snacks,0.024,1.088,25.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11565242662119657,0.3639420289855072,0.49424657534246574,26.112,117.50399999999999,152.32,8.82,39.71,51.47
756,peanut sundal,vegetarian,220.0,30.0,7.0,8.0,4.0,6.0,0.0,legumes,south india,100,lunch,0.03181818182,1.0,34.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.12525428654562598,0.21739130434782608,0.3835616438356164,28.0,72.0,120.0,12.73,32.73,54.55
757,palak rice,vegetarian,340.0,53.125,8.5,12.75,6.375,6.375,0.0,gluten,south india,100,lunch,0.025,1.0625,35.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15576867189868554,0.35507246376811596,0.7003424657534246,34.0,114.75,212.5,9.41,31.76,58.82
758,masala pongal,vegetarian,325.9999999,49.39393938,8.890909088,9.878787875,5.927272725,5.927272725,0.0,gluten,south india,100,dinner,0.02727272727,0.9878787879,39.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16372090559818228,0.2718489239130435,0.6492320463013698,35.563636352,88.909090875,197.57575752,11.04,27.61,61.35
759,vegetable dosa,vegetarian,320.0,46.4516129,8.258064516,12.38709677,5.161290323,6.193548387,0.0,gluten,south india,100,breakfast,0.02580645161,1.032258065,36.5,3,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15084699683911554,0.34455352956521734,0.608926204109589,33.032258064,111.48387093,185.8064516,10.0,33.75,56.25
760,chettinad egg fry,non-vegetarian,382.0,30.15789474,25.13157895,18.09473684,7.036842105,6.031578947,60.31578947,meat,south india,100,dinner,0.06578947368,1.005263158,71.5,1,Medium,['meat'],False,False,False,False,False,False,False,False,False,False,0.49410361130544134,0.5099923721739131,0.38572458547945204,100.5263158,162.85263156,120.63157896,26.18,42.41,31.41
761,cabbage kofta curry,vegetarian,362.0,53.23529412,9.582352942,14.90588235,6.388235294,6.388235294,0.0,legumes,south india,100,lunch,0.02647058824,1.064705882,39.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17778689507215603,0.4175618072463768,0.701853344109589,38.329411768,134.15294115,212.94117648,9.94,34.81,55.25
762,rice with rasam,vegetarian,280.0,45.0,7.0,8.0,5.0,5.0,0.0,gluten,south india,100,lunch,0.025,1.0,30.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12525428654562598,0.21739130434782608,0.589041095890411,28.0,72.0,180.0,10.0,25.71,64.29
763,spinach rice,vegetarian,340.0,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0.0,gluten,south india,100,lunch,0.02424242424,1.03030303,35.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15052882794053993,0.34387351768115937,0.6782897467123288,32.969696968,111.27272724,206.06060604,9.41,31.76,58.82
764,vegetable masala dosa,vegetarian,378.0,59.4,8.64,15.12,7.56,6.48,0.0,gluten,south india,100,breakfast,0.02285714286,1.08,33.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15861668119830444,0.42376811594202896,0.7863013698630137,34.56,136.07999999999998,237.6,8.47,33.33,58.2
765,tomato kootu,vegetarian,297.0,46.0862069,9.21724138,9.21724138,5.120689655,7.168965517,0.0,legumes,south india,100,dinner,0.03103448276,1.024137931,42.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17035945847233905,0.25267366318840584,0.6039206424657534,36.86896552,82.95517242000001,184.3448276,12.12,27.27,60.61
766,chili methi paratha,vegetarian,340.0,54.83870968,8.774193548,13.16129032,6.580645161,5.483870968,0.0,gluten,south india,100,breakfast,0.02580645161,1.096774194,33.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16134657028868196,0.3669939223188406,0.7238179408219177,35.096774192,118.45161288000001,219.35483872,9.41,31.76,58.82
767,kootu with rice,vegetarian,364.0,57.2,9.36,12.48,6.24,7.28,0.0,legumes,south india,100,lunch,0.02571428571,1.04,41.0,2,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17326358616777301,0.3472463768115942,0.7561643835616438,37.44,112.32000000000001,228.8,9.89,29.67,60.44
768,curd bhature,vegetarian,400.0,59.45945946,9.72972973,17.2972973,8.648648649,6.486486486,0.0,gluten,south india,100,lunch,0.02432432432,1.081081081,36.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.18078496980624148,0.4868781826086957,0.7871158830136985,38.91891892,155.6756757,237.83783784,9.0,36.0,55.0
769,masala kadamba,vegetarian,344.0,47.77777777,8.599999999,11.46666667,6.688888888,5.733333333,0.0,legumes,south india,100,dinner,0.025,0.9555555556,37.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.15780296423521326,0.31787439623188407,0.6270928461643835,34.399999996,103.20000003,191.11111108,10.47,31.4,58.14
770,vegetable bonda,vegetarian,254.0,37.04166667,6.35,10.58333333,4.233333333,5.291666666,0.0,gluten,south india,100,dinner,0.025,1.058333333,28.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11203138622596684,0.2922705313043478,0.4800228310958904,25.4,95.24999997,148.16666668,9.45,35.43,55.12
771,rice with tamarind paste,vegetarian,280.0,45.0,7.0,8.0,5.0,6.0,0.0,gluten,south india,100,lunch,0.025,1.0,32.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12525428654562598,0.21739130434782608,0.589041095890411,28.0,72.0,180.0,10.0,25.71,64.29
772,avial with rice,vegetarian,339.9999999,48.57142856,7.771428569,11.65714285,5.828571427,5.828571427,0.0,legumes,south india,100,lunch,0.02285714286,0.9714285714,35.0,2,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.14094739896350952,0.3233954449275362,0.6379647747945205,31.085714276,104.91428565,194.28571424,9.41,31.76,58.82
773,chettinad mutton biryani,non-vegetarian,468.0,62.4,12.48,20.8,9.36,7.28,0.0,meat,south india,100,lunch,0.02666666667,1.04,48.5,1,High,['meat'],False,False,False,False,False,False,False,False,False,False,0.2367335077021369,0.5884057971014494,0.8273972602739725,49.92,187.20000000000002,249.6,10.26,38.46,51.28
774,avial,vegetarian,340.0,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0.0,legumes,south india,100,dinner,0.02424242424,1.03030303,35.0,2,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.15052882794053993,0.34387351768115937,0.6782897467123288,32.969696968,111.27272724,206.06060604,9.41,31.76,58.82
775,rasam vada,vegetarian,282.0,41.77777778,8.355555556,10.44444444,6.266666667,5.222222222,0.0,gluten,south india,100,snacks,0.02962962963,1.044444444,33.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15283024961446925,0.28824476637681157,0.544901065479452,33.422222224,93.99999996,167.11111112,11.35,31.91,56.74
776,vegetable stew,vegetarian,326.0,52.58064516,9.464516129,10.51612903,5.258064516,7.361290323,0.0,legumes,south india,100,dinner,0.02903225806,1.051612903,42.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17538974979171706,0.29032258057971017,0.6928855501369863,37.858064516,94.64516127,210.32258064,11.04,27.61,61.35
777,chana masala,vegetarian,317.0000001,44.57812502,13.86875001,8.915625004,5.943750002,5.943750002,0.0,legumes,south india,100,dinner,0.04375,0.990625,59.0,8,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.2649847430116071,0.2439311595362319,0.5832619865753425,55.47500004,80.24062503600001,178.31250008,17.67,25.55,56.78
778,palak kootu,vegetarian,268.0000001,38.2857143,8.614285718,7.65714286,4.785714288,5.742857145,0.0,legumes,south india,100,dinner,0.03214285714,0.9571428571,40.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.15809357752495426,0.20745341623188407,0.49706457945205484,34.457142872,68.91428574,153.1428572,13.43,26.87,59.7
779,chettinad chicken biryani,non-vegetarian,490.0,63.91304348,23.43478261,19.17391304,9.586956522,8.52173913,53.26086957,meat,south india,100,lunch,0.04782608696,1.065217391,65.5,1,High,['meat'],False,False,False,False,False,False,False,False,False,False,0.4595858130491606,0.5412728417391305,0.8481238832876712,93.73913044,172.56521736,255.65217392,17.96,33.06,48.98
780,sambar sadam,vegetarian,360.0,56.57142857,8.228571429,12.34285714,6.171428572,7.2,0.0,gluten,south india,100,dinner,0.02285714286,1.028571429,37.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15024702122446937,0.34327122144927535,0.7475538160273972,32.914285716,111.08571426,226.28571428,8.89,30.0,61.11
781,curd rice,vegetarian,280.0000001,42.00000002,6.533333336,7.46666667,5.600000002,4.666666669,0.0,dairy,south india,100,lunch,0.02333333333,0.9333333333,29.0,2,Medium,['dairy'],False,False,False,False,False,False,False,False,False,False,0.11576092226781082,0.2019323672463768,0.5479452057534246,26.133333344,67.20000003,168.00000008,10.0,25.71,64.29
782,masala dosa with sambar,vegetarian,378.0,56.18918919,8.172972973,14.3027027,7.151351352,7.151351352,0.0,gluten,south india,100,breakfast,0.02162162162,1.021621622,35.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14911598608352328,0.4000783391304348,0.7423176601369863,32.691891892,128.7243243,224.75675676,8.47,33.33,58.2
783,tomato rasam,vegetarian,260.0,37.14285714,6.5,7.428571428,4.642857143,5.571428571,0.0,gluten,south india,100,dinner,0.025,0.9285714286,32.5,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1150828247612728,0.2008281573333333,0.4814090019178081,26.0,66.857142852,148.57142856,10.77,27.69,61.54
784,pesarattu with ginger chutney,vegetarian,344.0,53.75,9.675,12.9,6.45,7.525,0.0,gluten,south india,100,dinner,0.028125,1.075,41.0,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.17967160709191554,0.35942028985507246,0.708904109589041,38.7,116.10000000000001,215.0,10.47,31.4,58.14
785,onion sambar,vegetarian,340.0,54.83870968,8.774193548,13.16129032,6.580645161,6.580645161,0.0,gluten,south india,100,dinner,0.02580645161,1.096774194,35.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16134657028868196,0.3669939223188406,0.7238179408219177,35.096774192,118.45161288000001,219.35483872,9.41,31.76,58.82
786,mango rice,vegetarian,342.0,57.0,8.290909091,10.36363636,7.254545455,5.181818182,0.0,gluten,south india,100,lunch,0.02424242424,1.036363636,31.5,2,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1515151515179872,0.28590250318840577,0.7534246575342466,33.163636364,93.27272724,228.0,9.36,26.32,64.33
787,appam with sweetened coconut milk,vegetarian,360.0,56.57142857,8.228571429,12.34285714,8.228571429,7.2,0.0,gluten,south india,100,dinner,0.02285714286,1.028571429,34.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15024702122446937,0.34327122144927535,0.7475538160273972,32.914285716,111.08571426,226.28571428,8.89,30.0,61.11
788,kootu curry with rice,vegetarian,325.9999999,49.39393938,8.890909088,9.878787875,5.927272725,6.915151513,0.0,legumes,south india,100,lunch,0.02727272727,0.9878787879,41.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.16372090559818228,0.2718489239130435,0.6492320463013698,35.563636352,88.909090875,197.57575752,11.04,27.61,61.35
789,avial rice,vegetarian,344.0000002,49.14285717,8.84571429,11.79428572,6.880000003,5.89714286,0.0,legumes,south india,100,lunch,0.02571428571,0.9828571429,37.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.16280151127676512,0.3273706005797101,0.6457925639726027,35.38285716,106.14857148,196.57142868,10.47,31.4,58.14
790,vegetable kurma,vegetarian,344.0,50.5882353,9.105882353,12.14117647,7.082352941,6.070588235,0.0,legumes,south india,100,dinner,0.02647058824,1.011764706,37.5,2,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.16809409029739253,0.3374254049275362,0.6655922643835617,36.423529412,109.27058823,202.3529412,10.47,31.4,58.14
791,pulao with cucumber raita,vegetarian,378.0,56.18918919,8.172972973,14.3027027,7.151351352,6.12972973,0.0,gluten,south india,100,dinner,0.02162162162,1.021621622,33.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14911598608352328,0.4000783391304348,0.7423176601369863,32.691891892,128.7243243,224.75675676,8.47,33.33,58.2
792,bombil fry,vegetarian,335.0000001,26.44736843,17.63157895,13.22368421,7.05263158,4.407894738,61.71052633,fish,south india,100,dinner,0.05263157895,0.8815789474,43.0,2,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.34153168454014354,0.3688024408695652,0.3348954579452055,70.5263158,119.01315789,105.78947372,23.88,40.3,35.82
793,south indian lemon rice,vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,5.854545457,5.854545457,0.0,gluten,south india,100,lunch,0.02424242424,0.9757575758,35.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1416519159266008,0.2683355293333333,0.6409298467123288,31.22424244,87.818181858,195.15151524,9.94,27.95,62.11
794,vegetable pakora,vegetarian,235.9999999,34.41666665,5.899999997,7.866666663,4.916666664,3.933333332,0.0,gluten,south india,100,snacks,0.025,0.9833333333,24.5,4,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1028770705590202,0.21352656994202898,0.4440639267123288,23.599999988,70.799999967,137.6666666,10.17,30.51,59.32
795,spicy fish fry,non-vegetarian,400.0,25.0,28.5,20.0,7.0,6.0,60.0,fish,south india,100,dinner,0.07125,0.985,85.5,1,Medium,['fish'],False,False,False,False,False,False,True,False,False,False,0.5626271432728129,0.5652173913043479,0.3150684931506849,114.0,180.0,100.0,28.93,45.69,25.38
796,poha with coconut,vegetarian,247.0,39.52,5.928,6.916,4.94,4.94,0.0,gluten,south india,100,breakfast,0.024,0.988,26.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.10344667247997275,0.18597101449275363,0.513972602739726,23.712,62.244,158.08,9.72,25.51,64.78
797,palakkad sambar,vegetarian,344.0,55.48387097,9.987096774,13.31612903,6.658064516,6.658064516,0.0,legumes,south india,100,dinner,0.02903225806,1.109677419,39.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.18602056791143734,0.37148200086956523,0.7326557667123287,39.948387096,119.84516127,221.93548388,10.47,31.4,58.14
798,mutton biryani,non-vegetarian,468.0,62.4,12.48,20.8,9.36,7.28,62.4,meat,south india,100,lunch,0.02666666667,1.04,18.5,2,High,['meat'],False,False,False,False,False,False,False,False,False,False,0.2367335077021369,0.5884057971014494,0.8273972602739725,49.92,187.20000000000002,249.6,10.26,38.46,51.28
799,chettinad prawn curry,non-vegetarian,374.0000001,22.26190477,24.93333334,16.02857143,8.014285717,6.233333336,62.33333336,shellfish,south india,100,lunch,0.06666666667,0.8904761905,77.5,1,High,['shellfish'],False,False,False,False,False,False,True,True,False,False,0.4900707160133798,0.4501035197101449,0.2775603393150685,99.73333336,144.25714287,89.04761908,29.95,43.32,26.74
800,curd rice with pickles,vegetarian,289.0,41.9516129,6.525806451,8.39032258,5.593548386,5.593548386,0.0,dairy,south india,100,lunch,0.02258064516,0.9322580645,31.0,1,Medium,['dairy'],False,False,False,False,False,False,False,False,False,False,0.11560780342154536,0.22870500231884056,0.5472823684931507,26.103225804,75.51290322,167.8064516,9.69,28.03,62.28
801,vegetable pulao with raita,vegetarian,391.0,56.59210526,9.260526316,15.43421053,6.17368421,7.202631579,0.0,gluten,south india,100,dinner,0.02368421053,1.028947368,41.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.17124000061706338,0.43287566753623186,0.7478370583561643,37.042105264,138.90789476999998,226.36842104,9.21,34.53,56.27
802,tomato thokku,vegetarian,155.0,20.66666667,3.1,7.233333333,5.166666667,3.1,0.0,gluten,south india,100,dinner,0.02,1.033333333,10.5,1,Low,['gluten'],False,False,False,False,False,False,False,False,True,False,0.04591688462767112,0.19516908211594203,0.25570776260273975,12.4,65.099999997,82.66666668,7.74,40.65,51.61
803,idli with tomato chutney,vegetarian,256.0,42.66666667,6.4,8.533333333,4.266666667,5.333333333,0.0,gluten,south india,100,breakfast,0.025,1.066666667,28.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.11304853240440216,0.23285024153623188,0.5570776256164383,25.6,76.799999997,170.66666668,9.37,28.12,62.5
804,chettinad egg biryani,non-vegetarian,441.9999998,58.93333331,9.822222218,17.67999999,8.839999996,6.875555552,49.11111109,meat,south india,100,lunch,0.02222222222,0.9822222222,15.5,1,High,['meat'],False,False,False,False,False,False,False,False,False,False,0.18266653742030495,0.4979710142028985,0.7799086754794521,39.288888872,159.11999991,235.73333324,9.05,36.65,54.3
805,rice and kadala curry,vegetarian,348.0000002,49.71428574,9.942857147,11.93142858,5.965714288,6.960000003,0.0,legumes,south india,100,lunch,0.02857142857,0.9942857143,45.0,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.18512060456066828,0.331345755942029,0.6536203526027397,39.771428588,107.38285722,198.85714296,11.49,31.03,57.47
806,masala khichdi,vegetarian,311.9999999,47.27272726,9.454545452,7.563636361,5.672727271,5.672727271,0.0,gluten,south india,100,dinner,0.0303030303,0.9454545455,43.0,5,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1751869170715778,0.20474308292753624,0.6201743460273973,37.818181808,68.072727249,189.09090904,12.82,23.08,64.1
807,avial with rice,vegetarian,364.0,58.88235294,9.635294117,12.84705882,7.494117647,7.494117647,0.0,legumes,south india,100,lunch,0.02647058824,1.070588235,39.5,2,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.17886387334881854,0.35788576289855073,0.7792103142465753,38.541176468,115.62352938000001,235.52941176,9.89,29.67,60.44
808,thoran,vegetarian,326.0,50.9375,9.16875,10.1875,5.09375,7.13125,0.0,legumes,south india,100,dinner,0.028125,1.01875,42.5,1,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.1693730020352579,0.28079710144927533,0.670376712328767,36.675,91.6875,203.75,11.04,27.61,61.35
809,vegetable dosa with sambar,vegetarian,360.0,56.57142857,8.228571429,12.34285714,7.2,6.171428572,0.0,gluten,south india,100,breakfast,0.02285714286,1.028571429,33.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15024702122446937,0.34327122144927535,0.7475538160273972,32.914285716,111.08571426,226.28571428,8.89,30.0,61.11
810,chettinad mutton sukka,non-vegetarian,411.9999999,29.42857142,27.46666666,19.61904761,6.866666665,5.885714284,68.66666665,meat,south india,100,dinner,0.06666666667,0.980952381,78.5,1,High,['meat'],False,False,False,False,False,False,False,False,False,False,0.541606122116197,0.5541752930434782,0.37573385506849316,109.86666664,176.57142849,117.71428568,27.18,43.69,29.13
811,paratha with green chutney,vegetarian,353.0,50.42857143,9.077142857,13.11142857,8.068571429,7.06,0.0,gluten,south india,100,breakfast,0.02571428571,1.008571429,38.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16750944492686137,0.3655486542028985,0.6634050880821917,36.308571428,118.00285713,201.71428572,10.2,33.14,56.66
812,puliyodarai rice,vegetarian,360.0,60.0,8.727272727,13.09090909,6.545454545,7.636363636,0.0,gluten,south india,100,lunch,0.02424242424,1.090909091,37.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.16039206361329802,0.36495388666666667,0.7945205479452054,34.909090908,117.81818181,240.0,8.89,30.0,61.11
813,onion rice,vegetarian,318.0,51.29032258,7.180645161,10.25806452,6.15483871,7.180645161,0.0,gluten,south india,100,lunch,0.02258064516,1.025806452,33.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12892913724890565,0.28284244985507245,0.6752098983561644,28.722580644,92.32258068,205.16129032,8.81,28.3,62.89
814,vegetable pesarattu,vegetarian,340.0,53.125,8.5,12.75,6.375,7.4375,0.0,gluten,south india,100,dinner,0.025,1.0625,37.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.15576867189868554,0.35507246376811596,0.7003424657534246,34.0,114.75,212.5,9.41,31.76,58.82
815,chana sundal,vegetarian,220.0,30.0,7.0,8.0,5.0,6.0,0.0,legumes,south india,100,lunch,0.03181818182,1.0,32.5,3,Medium,['legumes'],False,False,False,False,False,False,False,False,False,False,0.12525428654562598,0.21739130434782608,0.3835616438356164,28.0,72.0,120.0,12.73,32.73,54.55
816,tomato upma,vegetarian,302.0,45.3,8.053333334,10.06666667,5.033333334,6.04,0.0,gluten,south india,100,breakfast,0.02666666667,1.006666667,36.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14668216605155862,0.2772946860869565,0.5931506849315068,32.213333336,90.60000003,181.2,10.6,29.8,59.6
817,methi thepla,vegetarian,320.0,45.0,8.0,12.0,6.0,6.0,0.0,gluten,south india,100,dinner,0.025,1.0,35.0,9,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14559721011433235,0.3333333333333333,0.589041095890411,32.0,108.0,180.0,10.0,33.75,56.25
818,beetroot rice,vegetarian,322.0,50.3125,8.05,10.0625,5.03125,7.04375,0.0,gluten,south india,100,lunch,0.025,1.00625,38.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1466143562927677,0.27717391304347827,0.6618150684931506,32.2,90.5625,201.25,9.94,27.95,62.11
819,chili methi rice,vegetarian,342.0,57.0,8.290909091,10.36363636,7.254545455,6.218181818,0.0,gluten,south india,100,lunch,0.02424242424,1.036363636,33.5,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1515151515179872,0.28590250318840577,0.7534246575342466,33.163636364,93.27272724,228.0,9.36,26.32,64.33
820,sambar with rice,vegetarian,344.0,52.12121212,9.381818182,12.50909091,6.254545454,6.254545454,0.0,gluten,south india,100,lunch,0.02727272727,1.042424242,39.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.17370743177660714,0.3480895915942029,0.686591946849315,37.527272728,112.58181818999999,208.48484848,10.47,31.4,58.14
821,vegetable dosa,vegetarian,316.0,45.87096774,7.135483871,12.23225806,5.096774194,6.116129032,0.0,gluten,south india,100,breakfast,0.02258064516,1.019354839,32.5,3,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.12801042457817147,0.34006545101449276,0.6009721608219177,28.541935484,110.09032253999999,183.48387096,8.86,34.18,56.96
822,vegetable masala biryani,vegetarian,442.0,63.14285715,10.52380952,18.94285714,9.471428572,7.366666667,0.0,gluten,south india,100,lunch,0.02380952381,1.052380952,40.5,1,High,['gluten'],False,False,False,False,False,False,False,False,True,False,0.19693887428166587,0.5345755692753624,0.8375733856164382,42.09523808,170.48571426,252.5714286,9.05,36.65,54.3
823,palak pakora,vegetarian,235.9999999,34.41666665,5.899999997,7.866666663,3.933333332,5.899999997,0.0,gluten,south india,100,snacks,0.025,0.9833333333,30.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1028770705590202,0.21352656994202898,0.4440639267123288,23.599999988,70.799999967,137.6666666,10.17,30.51,59.32
824,mangalore buns,vegetarian,269.0,43.04,7.532,9.684,6.456,5.38,0.0,gluten,south india,100,dinner,0.028,1.076,29.0,1,Medium,['gluten'],False,False,False,False,False,False,False,False,True,False,0.13607672188417777,0.2662028985507246,0.5621917808219178,30.128,87.15599999999999,172.16,10.41,30.11,59.48
